Date,Scenario,CAE,Revenue
8/6/2020,ACTUALS,Wang,1100
8/6/2020,ACTUALS,Wang,1100
8/6/2020,ACTUALS,Wang,1100
8/6/2020,ACTUALS,Wang,1560
8/6/2020,ACTUALS,Ianova,4250
8/6/2020,ACTUALS,Ianova,1150
8/6/2020,ACTUALS,Smith,1552.51
8/6/2020,ACTUALS,Smith,494.8
8/6/2020,ACTUALS,Smith,484.8
8/6/2020,ACTUALS,Smith,473.48
8/6/2020,ACTUALS,Smith,535
8/6/2020,ACTUALS,Garcia,2400
8/6/2020,ACTUALS,Murphy,2095
8/6/2020,ACTUALS,Garcia,-360
8/3/2020,ACTUALS,Smith,1336.5
8/3/2020,ACTUALS,Smith,1210
8/3/2020,ACTUALS,Wang,250
8/3/2020,ACTUALS,Wang,892.5
8/3/2020,ACTUALS,Wang,3900
8/3/2020,ACTUALS,Wang,995
8/3/2020,ACTUALS,Garcia,933.75
8/3/2020,ACTUALS,Garcia,1031.25
8/3/2020,ACTUALS,Garcia,2400
8/3/2020,ACTUALS,Murphy,6468.75
8/3/2020,ACTUALS,Ianova,140
8/3/2020,ACTUALS,Ianova,1381
8/3/2020,ACTUALS,Ianova,815
8/3/2020,ACTUALS,Ianova,140
8/3/2020,ACTUALS,Murphy,550
8/3/2020,ACTUALS,Murphy,600
8/3/2020,ACTUALS,Murphy,57000
8/3/2020,ACTUALS,Murphy,1560
8/3/2020,ACTUALS,Murphy,9478.25
8/3/2020,ACTUALS,Wang,3000
8/3/2020,ACTUALS,Smith,1552.51
8/3/2020,ACTUALS,Smith,587.13
8/3/2020,ACTUALS,Smith,165
8/3/2020,ACTUALS,Smith,205
8/3/2020,ACTUALS,Smith,205
8/3/2020,ACTUALS,Smith,205
8/3/2020,ACTUALS,Smith,205
8/3/2020,ACTUALS,Smith,205
8/3/2020,ACTUALS,Smith,205
8/3/2020,ACTUALS,Smith,205
8/3/2020,ACTUALS,Smith,205
8/3/2020,ACTUALS,Ianova,2080
8/3/2020,ACTUALS,Ianova,3500
8/3/2020,ACTUALS,Smith,1920
8/3/2020,ACTUALS,Murphy,36350
8/3/2020,ACTUALS,Murphy,950
8/3/2020,ACTUALS,Garcia,240
8/3/2020,ACTUALS,Garcia,5437.79
8/3/2020,ACTUALS,Garcia,240
8/3/2020,ACTUALS,Garcia,5572.23
8/3/2020,ACTUALS,Garcia,5786.22
8/3/2020,ACTUALS,Garcia,160
8/2/2020,ACTUALS,Wang,2580
8/2/2020,ACTUALS,Garcia,2813
8/2/2020,ACTUALS,Wang,660
8/2/2020,ACTUALS,Murphy,140
8/2/2020,ACTUALS,Murphy,2760
8/2/2020,ACTUALS,Ianova,627.5
8/2/2020,ACTUALS,Ianova,140
8/2/2020,ACTUALS,Smith,431.11
8/2/2020,ACTUALS,Smith,1033.14
8/2/2020,ACTUALS,Smith,1358.14
8/2/2020,ACTUALS,Smith,1243.14
8/2/2020,ACTUALS,Smith,151.11
8/2/2020,ACTUALS,Smith,978.17
8/2/2020,ACTUALS,Smith,851.13
8/2/2020,ACTUALS,Smith,1342
8/2/2020,ACTUALS,Smith,140
8/2/2020,ACTUALS,Ianova,1200
8/2/2020,ACTUALS,Ianova,1200
8/2/2020,ACTUALS,Ianova,1200
8/2/2020,ACTUALS,Ianova,1200
8/2/2020,ACTUALS,Smith,3300
8/2/2020,ACTUALS,Ianova,821
8/2/2020,ACTUALS,Ianova,572.5
8/2/2020,ACTUALS,Smith,190
8/2/2020,ACTUALS,Smith,190
8/2/2020,ACTUALS,Smith,-2100
8/2/2020,ACTUALS,Smith,-370
8/2/2020,ACTUALS,Smith,-210
8/2/2020,ACTUALS,Smith,-478
8/2/2020,ACTUALS,Smith,288
8/2/2020,ACTUALS,Smith,50
8/2/2020,ACTUALS,Smith,190
8/2/2020,ACTUALS,Smith,10
8/2/2020,ACTUALS,Smith,1936.8
8/2/2020,ACTUALS,Wang,120
8/2/2020,ACTUALS,Wang,1500
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,360
8/2/2020,ACTUALS,Garcia,525
8/2/2020,ACTUALS,Garcia,630
8/2/2020,ACTUALS,Garcia,630
8/2/2020,ACTUALS,Garcia,150
8/2/2020,ACTUALS,Garcia,75
8/2/2020,ACTUALS,Garcia,75
8/2/2020,ACTUALS,Garcia,57
8/2/2020,ACTUALS,Garcia,95
8/2/2020,ACTUALS,Garcia,76
8/2/2020,ACTUALS,Garcia,171
8/2/2020,ACTUALS,Garcia,19
8/2/2020,ACTUALS,Garcia,114
8/2/2020,ACTUALS,Garcia,100
8/2/2020,ACTUALS,Garcia,100
8/2/2020,ACTUALS,Garcia,100
8/2/2020,ACTUALS,Garcia,100
8/2/2020,ACTUALS,Garcia,100
8/2/2020,ACTUALS,Garcia,2550
8/1/2020,ACTUALS,Wang,999
8/1/2020,ACTUALS,Ianova,2345
8/1/2020,ACTUALS,Murphy,-187.5
8/31/2020,PLAN,,1653423
9/30/2020,PLAN,,2453030
